canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
steamed rice,unknown,,,2,0.218,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":50,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
chocolate frosting,unknown,,,2,0.217,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
salad greens,unknown,,,2,0.217,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":49,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
softened butter,unknown,,,2,0.217,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":49,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
tapioca flour,unknown,,,2,0.217,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":49,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
bread rye,bakery,,30,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":50,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":2},""seed_version"":""v1""}"
bread white,bakery,,13,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":420,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
cranberry juice,unknown,,,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":10,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
cucumbers,unknown,,,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":1,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
eucalyptus,essential oil,eucalyptus,43,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":0,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
low fat plain yogurt,unknown,,,2,0.216,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":48,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
asafetida,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":17,""kaggle_recipe_count"":46,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
bacon bits,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":9,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
flour for dusting,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":31,""kaggle_recipe_count"":45,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh sage,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":46,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
lime leaves,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":46,""world_recipe_count"":2,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
olive oil flavored cooking spray,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":47,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
tapioca,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":73,""kaggle_recipe_count"":5,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
whiskey,unknown,,,2,0.215,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":179,""kaggle_recipe_count"":30,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
almond paste,unknown,,,2,0.214,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":24,""world_recipe_count"":1,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
french fries,unknown,,,2,0.214,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":8,""world_recipe_count"":1,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
large marshmallows,unknown,,,2,0.214,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
wasabi paste,unknown,,,2,0.214,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":39,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
berry,berry,eudicots,39,2,0.213,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":0,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
passionfruit yellow,fruit,,40,2,0.213,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
sirloin,unknown,,,2,0.213,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":307,""kaggle_recipe_count"":24,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
beef sirloin,unknown,,,2,0.212,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":37,""world_recipe_count"":4,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
crusty bread,unknown,,,2,0.212,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fish fatty,fish,,38,2,0.212,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
orange rind,unknown,,,2,0.212,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cheese sauce,unknown,,,2,0.211,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":4,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
five spice,unknown,,,2,0.211,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":20,""world_recipe_count"":1,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
romaine lettuce leaves,unknown,,,2,0.211,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":41,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
tea green,beverage caffeinated,,35,2,0.211,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":28,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
garlic pepper seasoning,unknown,,,2,0.210,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":8,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
spearmint scotch,herb,,36,2,0.210,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh blueberries,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":39,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
glass noodles,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":39,""world_recipe_count"":1,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
harissa sauce,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":6,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
madeira,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":80,""kaggle_recipe_count"":33,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
plantains,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":38,""world_recipe_count"":3,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
seasoned flour,unknown,,,2,0.209,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":6,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
dried guajillo chiles,unknown,,,2,0.208,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":21,""world_recipe_count"":1,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
rice basmati,cereal,,30,2,0.208,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":69,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
shiitake mushrooms,unknown,,,2,0.208,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":1,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
ale,unknown,,,2,0.207,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":24,""kaggle_recipe_count"":13,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
baked tortilla chips,unknown,,,2,0.207,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
octopus,seafood,,4,2,0.207,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
habanero,unknown,,,2,0.206,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":206,""kaggle_recipe_count"":16,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
bread wheaten,bakery,,30,2,0.205,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cinnamon ice cream,unknown,,,2,0.205,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
coffee ice cream,unknown,,,2,0.205,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":7,""world_recipe_count"":0,""usda_exact_name_matches"":5},""seed_version"":""v1""}"
